segindex,fieldname,compname,subcompname,segindex,newfieldname,newcompname,newsubcompname
NK1.13.7,nk1_organization_name,identifier_type_code,,NK1.13.7,,,
NK1.13.8,nk1_organization_name,assgn_facility,,NK1.13.8,,,
NK1.13.8.1,nk1_organization_name,assgn_facility,namespace_id,NK1.13.8.1,,,
NK1.13.8.2,nk1_organization_name,assgn_facility,universal_id,NK1.13.8.2,,,
NK1.13.8.3,nk1_organization_name,assgn_facility,universal_id_type,NK1.13.8.3,,,
NK1.13.9,nk1_organization_name,name_rep_code,,NK1.13.9,,,
NK1.13.10,nk1_organization_name,org_id,,NK1.13.10,,,
NK1.14,nk1_marital_status,,,NK1.14,,,
NK1.14.1,nk1_marital_status,primary_id,,NK1.14.1,,,
NK1.14.2,nk1_marital_status,text,,NK1.14.2,,,
NK1.14.3,nk1_marital_status,name_of_coding_sys,,NK1.14.3,,,
NK1.14.4,nk1_marital_status,alt_identifier,,NK1.14.4,,,
NK1.14.5,nk1_marital_status,alt_text,,NK1.14.5,,,
NK1.14.6,nk1_marital_status,name_of_alt_coding_sys,,NK1.14.6,,,
NK1.14.7,nk1_marital_status,coding_sys_ver_id,,NK1.14.7,,,
NK1.14.8,nk1_marital_status,alt_coding_sys_ver_id,,NK1.14.8,,,
NK1.14.9,nk1_marital_status,original_text,,NK1.14.9,,,
NK1.14.10,nk1_marital_status,second_alt_id,,NK1.14.10,,,
NK1.14.11,nk1_marital_status,second_alt_text,,NK1.14.11,,,
NK1.14.12,nk1_marital_status,name_of_second_alt_coding_sys,,NK1.14.12,,,
NK1.14.13,nk1_marital_status,second_alt_coding_sys_ver_id,,NK1.14.13,,,
NK1.14.14,nk1_marital_status,coding_sys_oid,,NK1.14.14,,,
NK1.14.15,nk1_marital_status,value_set_oid,,NK1.14.15,,,
NK1.14.16,nk1_marital_status,value_set_ver_id,,NK1.14.16,,,
NK1.14.17,nk1_marital_status,alt_coding_sys_oid,,NK1.14.17,,,
NK1.14.18,nk1_marital_status,alt_value_set_oid,,NK1.14.18,,,
NK1.14.19,nk1_marital_status,alt_value_set_ver_id,,NK1.14.19,,,
NK1.14.20,nk1_marital_status,second_alt_coding_sys_oid,,NK1.14.20,,,
NK1.14.21,nk1_marital_status,second_alt_value_set_oid,,NK1.14.21,,,
NK1.14.22,nk1_marital_status,second_alt_value_set_ver_id,,NK1.14.22,,,
NK1.15,nk1_sex,,,NK1.15,,,
NK1.15.1,nk1_sex,primary_id,,NK1.15.1,,,
NK1.15.2,nk1_sex,text,,NK1.15.2,,,
NK1.15.3,nk1_sex,name_of_coding_sys,,NK1.15.3,,,
NK1.15.4,nk1_sex,alt_identifier,,NK1.15.4,,,
NK1.15.5,nk1_sex,alt_text,,NK1.15.5,,,
NK1.15.6,nk1_sex,name_of_alt_coding_sys,,NK1.15.6,,,
NK1.15.7,nk1_sex,coding_sys_ver_id,,NK1.15.7,,,
NK1.15.8,nk1_sex,alt_coding_sys_ver_id,,NK1.15.8,,,
NK1.15.9,nk1_sex,original_text,,NK1.15.9,,,
NK1.15.10,nk1_sex,second_alt_id,,NK1.15.10,,,
NK1.15.11,nk1_sex,second_alt_text,,NK1.15.11,,,
NK1.15.12,nk1_sex,name_of_second_alt_coding_sys,,NK1.15.12,,,
NK1.15.13,nk1_sex,second_alt_coding_sys_ver_id,,NK1.15.13,,,
NK1.15.14,nk1_sex,coding_sys_oid,,NK1.15.14,,,
NK1.15.15,nk1_sex,value_set_oid,,NK1.15.15,,,
NK1.15.16,nk1_sex,value_set_ver_id,,NK1.15.16,,,
NK1.15.17,nk1_sex,alt_coding_sys_oid,,NK1.15.17,,,
NK1.15.18,nk1_sex,alt_value_set_oid,,NK1.15.18,,,
NK1.15.19,nk1_sex,alt_value_set_ver_id,,NK1.15.19,,,
NK1.15.20,nk1_sex,second_alt_coding_sys_oid,,NK1.15.20,,,
NK1.15.21,nk1_sex,second_alt_value_set_oid,,NK1.15.21,,,
NK1.15.22,nk1_sex,second_alt_value_set_ver_id,,NK1.15.22,,,
NK1.16,nk1_birth_date_time,,,NK1.16,,,
NK1.17,nk1_living_dependency,,,NK1.17,,,
NK1.17.1,nk1_living_dependency,primary_id,,NK1.17.1,,,
NK1.17.2,nk1_living_dependency,text,,NK1.17.2,,,
NK1.17.3,nk1_living_dependency,name_of_coding_sys,,NK1.17.3,,,
NK1.17.4,nk1_living_dependency,alt_identifier,,NK1.17.4,,,
NK1.17.5,nk1_living_dependency,alt_text,,NK1.17.5,,,
NK1.17.6,nk1_living_dependency,name_of_alt_coding_sys,,NK1.17.6,,,
NK1.17.7,nk1_living_dependency,coding_sys_ver_id,,NK1.17.7,,,
NK1.17.8,nk1_living_dependency,alt_coding_sys_ver_id,,NK1.17.8,,,
NK1.17.9,nk1_living_dependency,original_text,,NK1.17.9,,,
NK1.17.10,nk1_living_dependency,second_alt_id,,NK1.17.10,,,
NK1.17.11,nk1_living_dependency,second_alt_text,,NK1.17.11,,,
NK1.17.12,nk1_living_dependency,name_of_second_alt_coding_sys,,NK1.17.12,,,
NK1.17.13,nk1_living_dependency,second_alt_coding_sys_ver_id,,NK1.17.13,,,
NK1.17.14,nk1_living_dependency,coding_sys_oid,,NK1.17.14,,,
NK1.17.15,nk1_living_dependency,value_set_oid,,NK1.17.15,,,
NK1.17.16,nk1_living_dependency,value_set_ver_id,,NK1.17.16,,,
NK1.17.17,nk1_living_dependency,alt_coding_sys_oid,,NK1.17.17,,,
NK1.17.18,nk1_living_dependency,alt_value_set_oid,,NK1.17.18,,,
NK1.17.19,nk1_living_dependency,alt_value_set_ver_id,,NK1.17.19,,,
NK1.17.20,nk1_living_dependency,second_alt_coding_sys_oid,,NK1.17.20,,,
NK1.17.21,nk1_living_dependency,second_alt_value_set_oid,,NK1.17.21,,,
NK1.17.22,nk1_living_dependency,second_alt_value_set_ver_id,,NK1.17.22,,,
NK1.18,nk1_ambulatory_status,,,NK1.18,,,
NK1.18.1,nk1_ambulatory_status,primary_id,,NK1.18.1,,,
NK1.18.2,nk1_ambulatory_status,text,,NK1.18.2,,,
NK1.18.3,nk1_ambulatory_status,name_of_coding_sys,,NK1.18.3,,,
NK1.18.4,nk1_ambulatory_status,alt_identifier,,NK1.18.4,,,
NK1.18.5,nk1_ambulatory_status,alt_text,,NK1.18.5,,,
NK1.18.6,nk1_ambulatory_status,name_of_alt_coding_sys,,NK1.18.6,,,
NK1.18.7,nk1_ambulatory_status,coding_sys_ver_id,,NK1.18.7,,,
NK1.18.8,nk1_ambulatory_status,alt_coding_sys_ver_id,,NK1.18.8,,,
NK1.18.9,nk1_ambulatory_status,original_text,,NK1.18.9,,,
NK1.18.10,nk1_ambulatory_status,second_alt_id,,NK1.18.10,,,
NK1.18.11,nk1_ambulatory_status,second_alt_text,,NK1.18.11,,,
NK1.18.12,nk1_ambulatory_status,name_of_second_alt_coding_sys,,NK1.18.12,,,
NK1.18.13,nk1_ambulatory_status,second_alt_coding_sys_ver_id,,NK1.18.13,,,
NK1.18.14,nk1_ambulatory_status,coding_sys_oid,,NK1.18.14,,,
NK1.18.15,nk1_ambulatory_status,value_set_oid,,NK1.18.15,,,
NK1.18.16,nk1_ambulatory_status,value_set_ver_id,,NK1.18.16,,,
NK1.18.17,nk1_ambulatory_status,alt_coding_sys_oid,,NK1.18.17,,,
NK1.18.18,nk1_ambulatory_status,alt_value_set_oid,,NK1.18.18,,,
NK1.18.19,nk1_ambulatory_status,alt_value_set_ver_id,,NK1.18.19,,,
NK1.18.20,nk1_ambulatory_status,second_alt_coding_sys_oid,,NK1.18.20,,,
NK1.18.21,nk1_ambulatory_status,second_alt_value_set_oid,,NK1.18.21,,,
NK1.18.22,nk1_ambulatory_status,second_alt_value_set_ver_id,,NK1.18.22,,,
NK1.19,nk1_citizenship,,,NK1.19,,,
NK1.19.1,nk1_citizenship,primary_id,,NK1.19.1,,,
NK1.19.2,nk1_citizenship,text,,NK1.19.2,,,
NK1.19.3,nk1_citizenship,name_of_coding_sys,,NK1.19.3,,,
NK1.19.4,nk1_citizenship,alt_identifier,,NK1.19.4,,,
NK1.19.5,nk1_citizenship,alt_text,,NK1.19.5,,,
NK1.19.6,nk1_citizenship,name_of_alt_coding_sys,,NK1.19.6,,,
NK1.19.7,nk1_citizenship,coding_sys_ver_id,,NK1.19.7,,,
NK1.19.8,nk1_citizenship,alt_coding_sys_ver_id,,NK1.19.8,,,
NK1.19.9,nk1_citizenship,original_text,,NK1.19.9,,,
NK1.19.10,nk1_citizenship,second_alt_id,,NK1.19.10,,,
NK1.19.11,nk1_citizenship,second_alt_text,,NK1.19.11,,,
NK1.19.12,nk1_citizenship,name_of_second_alt_coding_sys,,NK1.19.12,,,
NK1.19.13,nk1_citizenship,second_alt_coding_sys_ver_id,,NK1.19.13,,,
NK1.19.14,nk1_citizenship,coding_sys_oid,,NK1.19.14,,,
NK1.19.15,nk1_citizenship,value_set_oid,,NK1.19.15,,,
NK1.19.16,nk1_citizenship,value_set_ver_id,,NK1.19.16,,,
NK1.19.17,nk1_citizenship,alt_coding_sys_oid,,NK1.19.17,,,
NK1.19.18,nk1_citizenship,alt_value_set_oid,,NK1.19.18,,,
NK1.19.19,nk1_citizenship,alt_value_set_ver_id,,NK1.19.19,,,
NK1.19.20,nk1_citizenship,second_alt_coding_sys_oid,,NK1.19.20,,,
NK1.19.21,nk1_citizenship,second_alt_value_set_oid,,NK1.19.21,,,
NK1.19.22,nk1_citizenship,second_alt_value_set_ver_id,,NK1.19.22,,,
NK1.20,nk1_primary_language,,,NK1.20,,,
NK1.20.1,nk1_primary_language,primary_id,,NK1.20.1,,,
NK1.20.2,nk1_primary_language,text,,NK1.20.2,,,
NK1.20.3,nk1_primary_language,name_of_coding_sys,,NK1.20.3,,,
NK1.20.4,nk1_primary_language,alt_identifier,,NK1.20.4,,,
NK1.20.5,nk1_primary_language,alt_text,,NK1.20.5,,,
NK1.20.6,nk1_primary_language,name_of_alt_coding_sys,,NK1.20.6,,,
NK1.20.7,nk1_primary_language,coding_sys_ver_id,,NK1.20.7,,,
NK1.20.8,nk1_primary_language,alt_coding_sys_ver_id,,NK1.20.8,,,
NK1.20.9,nk1_primary_language,original_text,,NK1.20.9,,,
NK1.20.10,nk1_primary_language,second_alt_id,,NK1.20.10,,,
NK1.20.11,nk1_primary_language,second_alt_text,,NK1.20.11,,,
NK1.20.12,nk1_primary_language,name_of_second_alt_coding_sys,,NK1.20.12,,,
NK1.20.13,nk1_primary_language,second_alt_coding_sys_ver_id,,NK1.20.13,,,
NK1.20.14,nk1_primary_language,coding_sys_oid,,NK1.20.14,,,
NK1.20.15,nk1_primary_language,value_set_oid,,NK1.20.15,,,
NK1.20.16,nk1_primary_language,value_set_ver_id,,NK1.20.16,,,
NK1.20.17,nk1_primary_language,alt_coding_sys_oid,,NK1.20.17,,,
NK1.20.18,nk1_primary_language,alt_value_set_oid,,NK1.20.18,,,
NK1.20.19,nk1_primary_language,alt_value_set_ver_id,,NK1.20.19,,,
NK1.20.20,nk1_primary_language,second_alt_coding_sys_oid,,NK1.20.20,,,
NK1.20.21,nk1_primary_language,second_alt_value_set_oid,,NK1.20.21,,,
NK1.20.22,nk1_primary_language,second_alt_value_set_ver_id,,NK1.20.22,,,
NK1.21,nk1_living_arrangement,,,NK1.21,,,
NK1.21.1,nk1_living_arrangement,primary_id,,NK1.21.1,,,
NK1.21.2,nk1_living_arrangement,text,,NK1.21.2,,,
NK1.21.3,nk1_living_arrangement,name_of_coding_sys,,NK1.21.3,,,
NK1.21.4,nk1_living_arrangement,alt_identifier,,NK1.21.4,,,
NK1.21.5,nk1_living_arrangement,alt_text,,NK1.21.5,,,
NK1.21.6,nk1_living_arrangement,name_of_alt_coding_sys,,NK1.21.6,,,
NK1.21.7,nk1_living_arrangement,coding_sys_ver_id,,NK1.21.7,,,
NK1.21.8,nk1_living_arrangement,alt_coding_sys_ver_id,,NK1.21.8,,,
NK1.21.9,nk1_living_arrangement,original_text,,NK1.21.9,,,
NK1.21.10,nk1_living_arrangement,second_alt_id,,NK1.21.10,,,
NK1.21.11,nk1_living_arrangement,second_alt_text,,NK1.21.11,,,
NK1.21.12,nk1_living_arrangement,name_of_second_alt_coding_sys,,NK1.21.12,,,
NK1.21.13,nk1_living_arrangement,second_alt_coding_sys_ver_id,,NK1.21.13,,,
NK1.21.14,nk1_living_arrangement,coding_sys_oid,,NK1.21.14,,,
NK1.21.15,nk1_living_arrangement,value_set_oid,,NK1.21.15,,,
NK1.21.16,nk1_living_arrangement,value_set_ver_id,,NK1.21.16,,,
NK1.21.17,nk1_living_arrangement,alt_coding_sys_oid,,NK1.21.17,,,
NK1.21.18,nk1_living_arrangement,alt_value_set_oid,,NK1.21.18,,,
NK1.21.19,nk1_living_arrangement,alt_value_set_ver_id,,NK1.21.19,,,
NK1.21.20,nk1_living_arrangement,second_alt_coding_sys_oid,,NK1.21.20,,,
NK1.21.21,nk1_living_arrangement,second_alt_value_set_oid,,NK1.21.21,,,
NK1.21.22,nk1_living_arrangement,second_alt_value_set_ver_id,,NK1.21.22,,,
NK1.22,nk1_publicity_code,,,NK1.22,,,
NK1.22.1,nk1_publicity_code,primary_id,,NK1.22.1,,,
NK1.22.2,nk1_publicity_code,text,,NK1.22.2,,,
NK1.22.3,nk1_publicity_code,name_of_coding_sys,,NK1.22.3,,,
NK1.22.4,nk1_publicity_code,alt_identifier,,NK1.22.4,,,
NK1.22.5,nk1_publicity_code,alt_text,,NK1.22.5,,,
NK1.22.6,nk1_publicity_code,name_of_alt_coding_sys,,NK1.22.6,,,
NK1.22.7,nk1_publicity_code,coding_sys_ver_id,,NK1.22.7,,,
NK1.22.8,nk1_publicity_code,alt_coding_sys_ver_id,,NK1.22.8,,,
NK1.22.9,nk1_publicity_code,original_text,,NK1.22.9,,,
NK1.22.10,nk1_publicity_code,second_alt_id,,NK1.22.10,,,
NK1.22.11,nk1_publicity_code,second_alt_text,,NK1.22.11,,,
NK1.22.12,nk1_publicity_code,name_of_second_alt_coding_sys,,NK1.22.12,,,
NK1.22.13,nk1_publicity_code,second_alt_coding_sys_ver_id,,NK1.22.13,,,
NK1.22.14,nk1_publicity_code,coding_sys_oid,,NK1.22.14,,,
NK1.22.15,nk1_publicity_code,value_set_oid,,NK1.22.15,,,
NK1.22.16,nk1_publicity_code,value_set_ver_id,,NK1.22.16,,,
NK1.22.17,nk1_publicity_code,alt_coding_sys_oid,,NK1.22.17,,,
NK1.22.18,nk1_publicity_code,alt_value_set_oid,,NK1.22.18,,,
NK1.22.19,nk1_publicity_code,alt_value_set_ver_id,,NK1.22.19,,,
NK1.22.20,nk1_publicity_code,second_alt_coding_sys_oid,,NK1.22.20,,,
NK1.22.21,nk1_publicity_code,second_alt_value_set_oid,,NK1.22.21,,,
NK1.22.22,nk1_publicity_code,second_alt_value_set_ver_id,,NK1.22.22,,,
NK1.23,nk1_protection_ind,,,NK1.23,,,
NK1.24,nk1_student_ind,,,NK1.24,,,
NK1.24.1,nk1_student_ind,primary_id,,NK1.24.1,,,
NK1.24.2,nk1_student_ind,text,,NK1.24.2,,,
NK1.24.3,nk1_student_ind,name_of_coding_sys,,NK1.24.3,,,
NK1.24.4,nk1_student_ind,alt_identifier,,NK1.24.4,,,
NK1.24.5,nk1_student_ind,alt_text,,NK1.24.5,,,
NK1.24.6,nk1_student_ind,name_of_alt_coding_sys,,NK1.24.6,,,
NK1.24.7,nk1_student_ind,coding_sys_ver_id,,NK1.24.7,,,
NK1.24.8,nk1_student_ind,alt_coding_sys_ver_id,,NK1.24.8,,,
NK1.24.9,nk1_student_ind,original_text,,NK1.24.9,,,
NK1.24.10,nk1_student_ind,second_alt_id,,NK1.24.10,,,
NK1.24.11,nk1_student_ind,second_alt_text,,NK1.24.11,,,
NK1.24.12,nk1_student_ind,name_of_second_alt_coding_sys,,NK1.24.12,,,
NK1.24.13,nk1_student_ind,second_alt_coding_sys_ver_id,,NK1.24.13,,,
NK1.24.14,nk1_student_ind,coding_sys_oid,,NK1.24.14,,,
NK1.24.15,nk1_student_ind,value_set_oid,,NK1.24.15,,,
NK1.24.16,nk1_student_ind,value_set_ver_id,,NK1.24.16,,,
NK1.24.17,nk1_student_ind,alt_coding_sys_oid,,NK1.24.17,,,
NK1.24.18,nk1_student_ind,alt_value_set_oid,,NK1.24.18,,,
NK1.24.19,nk1_student_ind,alt_value_set_ver_id,,NK1.24.19,,,
NK1.24.20,nk1_student_ind,second_alt_coding_sys_oid,,NK1.24.20,,,
NK1.24.21,nk1_student_ind,second_alt_value_set_oid,,NK1.24.21,,,
NK1.24.22,nk1_student_ind,second_alt_value_set_ver_id,,NK1.24.22,,,
NK1.25,nk1_religion,,,NK1.25,,,
NK1.25.1,nk1_religion,primary_id,,NK1.25.1,,,
NK1.25.2,nk1_religion,text,,NK1.25.2,,,
NK1.25.3,nk1_religion,name_of_coding_sys,,NK1.25.3,,,
NK1.25.4,nk1_religion,alt_identifier,,NK1.25.4,,,
NK1.25.5,nk1_religion,alt_text,,NK1.25.5,,,
NK1.25.6,nk1_religion,name_of_alt_coding_sys,,NK1.25.6,,,
NK1.25.7,nk1_religion,coding_sys_ver_id,,NK1.25.7,,,
NK1.25.8,nk1_religion,alt_coding_sys_ver_id,,NK1.25.8,,,
NK1.25.9,nk1_religion,original_text,,NK1.25.9,,,
NK1.25.10,nk1_religion,second_alt_id,,NK1.25.10,,,
NK1.25.11,nk1_religion,second_alt_text,,NK1.25.11,,,
NK1.25.12,nk1_religion,name_of_second_alt_coding_sys,,NK1.25.12,,,
NK1.25.13,nk1_religion,second_alt_coding_sys_ver_id,,NK1.25.13,,,
NK1.25.14,nk1_religion,coding_sys_oid,,NK1.25.14,,,
NK1.25.15,nk1_religion,value_set_oid,,NK1.25.15,,,
NK1.25.16,nk1_religion,value_set_ver_id,,NK1.25.16,,,
NK1.25.17,nk1_religion,alt_coding_sys_oid,,NK1.25.17,,,
NK1.25.18,nk1_religion,alt_value_set_oid,,NK1.25.18,,,
NK1.25.19,nk1_religion,alt_value_set_ver_id,,NK1.25.19,,,
NK1.25.20,nk1_religion,second_alt_coding_sys_oid,,NK1.25.20,,,
NK1.25.21,nk1_religion,second_alt_value_set_oid,,NK1.25.21,,,
NK1.25.22,nk1_religion,second_alt_value_set_ver_id,,NK1.25.22,,,
NK1.26,nk1_mother_maiden_name,,,NK1.26,,,
NK1.26.1,nk1_mother_maiden_name,last_name,,NK1.26.1,,,
NK1.26.1.1,nk1_mother_maiden_name,last_name,surname,NK1.26.1.1,,,
NK1.26.1.2,nk1_mother_maiden_name,last_name,own_last_name_prefix,NK1.26.1.2,,,
NK1.26.1.3,nk1_mother_maiden_name,last_name,own_last_name,NK1.26.1.3,,,
NK1.26.1.4,nk1_mother_maiden_name,last_name,spouse_last_name_prefix,NK1.26.1.4,,,
NK1.26.1.5,nk1_mother_maiden_name,last_name,spouse_last_name,NK1.26.1.5,,,
NK1.26.2,nk1_mother_maiden_name,first_name,,NK1.26.2,,,
NK1.26.3,nk1_mother_maiden_name,middle_name,,NK1.26.3,,,
NK1.26.4,nk1_mother_maiden_name,suffix,,NK1.26.4,,,
NK1.26.5,nk1_mother_maiden_name,person_prefix,,NK1.26.5,,,
NK1.26.6,nk1_mother_maiden_name,degree,,NK1.26.6,,,
NK1.26.7,nk1_mother_maiden_name,type_code,,NK1.26.7,,,
NK1.26.8,nk1_mother_maiden_name,rep_code,,NK1.26.8,,,
NK1.26.9,nk1_mother_maiden_name,context,,NK1.26.9,,,
NK1.26.9.1,nk1_mother_maiden_name,context,primary_id,NK1.26.9.1,,,
NK1.26.9.2,nk1_mother_maiden_name,context,text,NK1.26.9.2,,,
NK1.26.9.3,nk1_mother_maiden_name,context,name_of_coding_sys,NK1.26.9.3,,,
NK1.26.9.4,nk1_mother_maiden_name,context,alt_identifier,NK1.26.9.4,,,
NK1.26.9.5,nk1_mother_maiden_name,context,alt_text,NK1.26.9.5,,,
NK1.26.9.6,nk1_mother_maiden_name,context,name_of_alt_coding_sys,NK1.26.9.6,,,
NK1.26.9.7,nk1_mother_maiden_name,context,coding_sys_ver_id,NK1.26.9.7,,,
NK1.26.9.8,nk1_mother_maiden_name,context,alt_coding_sys_ver_id,NK1.26.9.8,,,
NK1.26.9.9,nk1_mother_maiden_name,context,original_text,NK1.26.9.9,,,
NK1.26.9.10,nk1_mother_maiden_name,context,second_alt_id,NK1.26.9.10,,,
NK1.26.9.11,nk1_mother_maiden_name,context,second_alt_text,NK1.26.9.11,,,
NK1.26.9.12,nk1_mother_maiden_name,context,name_of_second_alt_coding_sys,NK1.26.9.12,,,
NK1.26.9.13,nk1_mother_maiden_name,context,second_alt_coding_sys_ver_id,NK1.26.9.13,,,
NK1.26.9.14,nk1_mother_maiden_name,context,coding_sys_oid,NK1.26.9.14,,,
NK1.26.9.15,nk1_mother_maiden_name,context,value_set_oid,NK1.26.9.15,,,
NK1.26.9.16,nk1_mother_maiden_name,context,value_set_ver_id,NK1.26.9.16,,,
NK1.26.9.17,nk1_mother_maiden_name,context,alt_coding_sys_oid,NK1.26.9.17,,,
NK1.26.9.18,nk1_mother_maiden_name,context,alt_value_set_oid,NK1.26.9.18,,,
NK1.26.9.19,nk1_mother_maiden_name,context,alt_value_set_ver_id,NK1.26.9.19,,,
NK1.26.9.20,nk1_mother_maiden_name,context,second_alt_coding_sys_oid,NK1.26.9.20,,,
NK1.26.9.21,nk1_mother_maiden_name,context,second_alt_value_set_oid,NK1.26.9.21,,,
NK1.26.9.22,nk1_mother_maiden_name,context,second_alt_value_set_ver_id,NK1.26.9.22,,,
NK1.26.10,nk1_mother_maiden_name,validity_range,,NK1.26.10,,,
NK1.26.10.1,nk1_mother_maiden_name,validity_range,eff_from_date_time,NK1.26.10.1,,,
NK1.26.10.2,nk1_mother_maiden_name,validity_range,eff_to_date_time,NK1.26.10.2,,,
NK1.26.11,nk1_mother_maiden_name,assembly_order,,NK1.26.11,,,
NK1.26.12,nk1_mother_maiden_name,eff_from_date_time,,NK1.26.12,,,
NK1.26.13,nk1_mother_maiden_name,eff_to_date_time,,NK1.26.13,,,
NK1.26.14,nk1_mother_maiden_name,prof_suffix,,NK1.26.14,,,
NK1.26.15,nk1_mother_maiden_name,called_by,,NK1.26.15,,,
NK1.27,nk1_nationality,,,NK1.27,,,
NK1.27.1,nk1_nationality,primary_id,,NK1.27.1,,,
NK1.27.2,nk1_nationality,text,,NK1.27.2,,,
NK1.27.3,nk1_nationality,name_of_coding_sys,,NK1.27.3,,,
NK1.27.4,nk1_nationality,alt_identifier,,NK1.27.4,,,
NK1.27.5,nk1_nationality,alt_text,,NK1.27.5,,,
NK1.27.6,nk1_nationality,name_of_alt_coding_sys,,NK1.27.6,,,
NK1.27.7,nk1_nationality,coding_sys_ver_id,,NK1.27.7,,,
NK1.27.8,nk1_nationality,alt_coding_sys_ver_id,,NK1.27.8,,,
NK1.27.9,nk1_nationality,original_text,,NK1.27.9,,,
NK1.27.10,nk1_nationality,second_alt_id,,NK1.27.10,,,
NK1.27.11,nk1_nationality,second_alt_text,,NK1.27.11,,,
NK1.27.12,nk1_nationality,name_of_second_alt_coding_sys,,NK1.27.12,,,
NK1.27.13,nk1_nationality,second_alt_coding_sys_ver_id,,NK1.27.13,,,
NK1.27.14,nk1_nationality,coding_sys_oid,,NK1.27.14,,,
NK1.27.15,nk1_nationality,value_set_oid,,NK1.27.15,,,
NK1.27.16,nk1_nationality,value_set_ver_id,,NK1.27.16,,,
NK1.27.17,nk1_nationality,alt_coding_sys_oid,,NK1.27.17,,,
NK1.27.18,nk1_nationality,alt_value_set_oid,,NK1.27.18,,,
NK1.27.19,nk1_nationality,alt_value_set_ver_id,,NK1.27.19,,,
NK1.27.20,nk1_nationality,second_alt_coding_sys_oid,,NK1.27.20,,,
NK1.27.21,nk1_nationality,second_alt_value_set_oid,,NK1.27.21,,,
NK1.27.22,nk1_nationality,second_alt_value_set_ver_id,,NK1.27.22,,,
NK1.28,nk1_ethnic_group,,,NK1.28,,,
NK1.28.1,nk1_ethnic_group,primary_id,,NK1.28.1,,,
NK1.28.2,nk1_ethnic_group,text,,NK1.28.2,,,
NK1.28.3,nk1_ethnic_group,name_of_coding_sys,,NK1.28.3,,,
NK1.28.4,nk1_ethnic_group,alt_identifier,,NK1.28.4,,,
NK1.28.5,nk1_ethnic_group,alt_text,,NK1.28.5,,,
NK1.28.6,nk1_ethnic_group,name_of_alt_coding_sys,,NK1.28.6,,,
NK1.28.7,nk1_ethnic_group,coding_sys_ver_id,,NK1.28.7,,,
NK1.28.8,nk1_ethnic_group,alt_coding_sys_ver_id,,NK1.28.8,,,
NK1.28.9,nk1_ethnic_group,original_text,,NK1.28.9,,,
NK1.28.10,nk1_ethnic_group,second_alt_id,,NK1.28.10,,,
NK1.28.11,nk1_ethnic_group,second_alt_text,,NK1.28.11,,,
NK1.28.12,nk1_ethnic_group,name_of_second_alt_coding_sys,,NK1.28.12,,,
NK1.28.13,nk1_ethnic_group,second_alt_coding_sys_ver_id,,NK1.28.13,,,
NK1.28.14,nk1_ethnic_group,coding_sys_oid,,NK1.28.14,,,
NK1.28.15,nk1_ethnic_group,value_set_oid,,NK1.28.15,,,
NK1.28.16,nk1_ethnic_group,value_set_ver_id,,NK1.28.16,,,
NK1.28.17,nk1_ethnic_group,alt_coding_sys_oid,,NK1.28.17,,,
NK1.28.18,nk1_ethnic_group,alt_value_set_oid,,NK1.28.18,,,
NK1.28.19,nk1_ethnic_group,alt_value_set_ver_id,,NK1.28.19,,,
NK1.28.20,nk1_ethnic_group,second_alt_coding_sys_oid,,NK1.28.20,,,
NK1.28.21,nk1_ethnic_group,second_alt_value_set_oid,,NK1.28.21,,,
NK1.28.22,nk1_ethnic_group,second_alt_value_set_ver_id,,NK1.28.22,,,
NK1.29,nk1_contact_reason,,,NK1.29,,,
NK1.29.1,nk1_contact_reason,primary_id,,NK1.29.1,,,
NK1.29.2,nk1_contact_reason,text,,NK1.29.2,,,
NK1.29.3,nk1_contact_reason,name_of_coding_sys,,NK1.29.3,,,
NK1.29.4,nk1_contact_reason,alt_identifier,,NK1.29.4,,,
NK1.29.5,nk1_contact_reason,alt_text,,NK1.29.5,,,
NK1.29.6,nk1_contact_reason,name_of_alt_coding_sys,,NK1.29.6,,,
NK1.29.7,nk1_contact_reason,coding_sys_ver_id,,NK1.29.7,,,
NK1.29.8,nk1_contact_reason,alt_coding_sys_ver_id,,NK1.29.8,,,
NK1.29.9,nk1_contact_reason,original_text,,NK1.29.9,,,
NK1.29.10,nk1_contact_reason,second_alt_id,,NK1.29.10,,,
NK1.29.11,nk1_contact_reason,second_alt_text,,NK1.29.11,,,
NK1.29.12,nk1_contact_reason,name_of_second_alt_coding_sys,,NK1.29.12,,,
NK1.29.13,nk1_contact_reason,second_alt_coding_sys_ver_id,,NK1.29.13,,,
NK1.29.14,nk1_contact_reason,coding_sys_oid,,NK1.29.14,,,
NK1.29.15,nk1_contact_reason,value_set_oid,,NK1.29.15,,,
NK1.29.16,nk1_contact_reason,value_set_ver_id,,NK1.29.16,,,
NK1.29.17,nk1_contact_reason,alt_coding_sys_oid,,NK1.29.17,,,
NK1.29.18,nk1_contact_reason,alt_value_set_oid,,NK1.29.18,,,
NK1.29.19,nk1_contact_reason,alt_value_set_ver_id,,NK1.29.19,,,
NK1.29.20,nk1_contact_reason,second_alt_coding_sys_oid,,NK1.29.20,,,
NK1.29.21,nk1_contact_reason,second_alt_value_set_oid,,NK1.29.21,,,
NK1.29.22,nk1_contact_reason,second_alt_value_set_ver_id,,NK1.29.22,,,
NK1.30,nk1_contact_person_name,,,NK1.30,,,
NK1.30.1,nk1_contact_person_name,last_name,,NK1.30.1,,,
